strategy,droneCount,maxAngle,droneID,timeStamp,x,y
decentralizedWeighted,20,40.0,33806091806,1862,-270.641906738281,19.3156661987305
decentralizedWeighted,20,40.0,33990641193,1862,-244.522186279297,15.9256925582886
decentralizedWeighted,20,40.0,34175190580,1862,-232.173477172852,62.3525466918945
decentralizedWeighted,20,40.0,34359739967,1862,-233.549423217773,34.4844131469727
decentralizedWeighted,20,40.0,34544289354,1862,-170.491683959961,37.6317176818848
decentralizedWeighted,20,40.0,34728838741,1862,-194.551681518555,-39.8073425292969
decentralizedWeighted,20,40.0,34913388128,1862,-227.816513061523,-43.0095977783203
decentralizedWeighted,20,40.0,35097937515,1862,-192.557830810547,0.65959888696671
decentralizedWeighted,20,40.0,35282486902,1862,-202.893890380859,17.5095043182373
decentralizedWeighted,20,40.0,31776048549,1963,-170.741790771484,-8.07669067382813
decentralizedWeighted,20,40.0,31960597936,1963,-256.066284179688,-40.7830047607422
decentralizedWeighted,20,40.0,32145147323,1963,-287.929870605469,-56.998851776123
decentralizedWeighted,20,40.0,32329696710,1963,-259.932312011719,76.2444686889648
decentralizedWeighted,20,40.0,32514246097,1963,-196.341949462891,45.0702247619629
decentralizedWeighted,20,40.0,32698795484,1963,-171.036804199219,17.986852645874
decentralizedWeighted,20,40.0,32883344871,1963,-220.925216674805,0.35583317279816
decentralizedWeighted,20,40.0,33067894258,1963,-243.268829345703,-63.8923225402832
decentralizedWeighted,20,40.0,33252443645,1963,-210.134231567383,-59.6611709594727
decentralizedWeighted,20,40.0,33436993032,1963,-161.456329345703,-29.8729572296143
decentralizedWeighted,20,40.0,33621542419,1963,-188.065841674805,-20.1190662384033
decentralizedWeighted,20,40.0,33806091806,1963,-270.641906738281,14.3156652450562
decentralizedWeighted,20,40.0,33990641193,1963,-239.522216796875,15.9256925582886
decentralizedWeighted,20,40.0,34175190580,1963,-227.17350769043,62.3525466918945
decentralizedWeighted,20,40.0,34359739967,1963,-228.549453735352,34.4844131469727
decentralizedWeighted,20,40.0,34544289354,1963,-165.491714477539,37.6317176818848
decentralizedWeighted,20,40.0,34728838741,1963,-189.551712036133,-39.8073425292969
decentralizedWeighted,20,40.0,34913388128,1963,-222.816543579102,-43.0095977783203
decentralizedWeighted,20,40.0,35097937515,1963,-190.891174316406,-1.84040129184723
decentralizedWeighted,20,40.0,35282486902,1963,-197.893920898438,17.5095043182373
decentralizedWeighted,20,40.0,31776048549,2061,-170.741790771484,-13.0766887664795
decentralizedWeighted,20,40.0,31960597936,2061,-251.066314697266,-40.7830047607422
decentralizedWeighted,20,40.0,32145147323,2061,-282.929809570313,-56.998851776123
decentralizedWeighted,20,40.0,32329696710,2061,-254.932281494141,76.2444686889648
decentralizedWeighted,20,40.0,32514246097,2061,-191.341979980469,45.0702247619629
decentralizedWeighted,20,40.0,32698795484,2061,-171.036804199219,21.3201885223389
decentralizedWeighted,20,40.0,32883344871,2061,-215.925247192383,0.35583317279816
decentralizedWeighted,20,40.0,33067894258,2061,-238.268859863281,-63.8923225402832
decentralizedWeighted,20,40.0,33252443645,2061,-205.134262084961,-59.6611709594727
decentralizedWeighted,20,40.0,33436993032,2061,-156.456359863281,-29.8729572296143
decentralizedWeighted,20,40.0,33621542419,2062,-188.217559814453,-21.815242767334
decentralizedWeighted,20,40.0,33806091806,2062,-268.141876220703,11.8156661987305
decentralizedWeighted,20,40.0,33990641193,2062,-234.522247314453,15.9256925582886
decentralizedWeighted,20,40.0,34175190580,2062,-222.173538208008,62.3525466918945
decentralizedWeighted,20,40.0,34359739967,2062,-223.54948425293,34.4844131469727
decentralizedWeighted,20,40.0,34544289354,2062,-160.491744995117,37.6317176818848
decentralizedWeighted,20,40.0,34728838741,2062,-184.551742553711,-39.8073425292969
decentralizedWeighted,20,40.0,34913388128,2062,-217.81657409668,-43.0095977783203
decentralizedWeighted,20,40.0,35097937515,2062,-191.042892456055,-0.98923325538635
decentralizedWeighted,20,40.0,35282486902,2062,-192.893951416016,17.5095043182373
decentralizedWeighted,20,40.0,31776048549,2164,-170.741790771484,-18.1130065917969
decentralizedWeighted,20,40.0,31960597936,2164,-246.030029296875,-40.7830047607422
decentralizedWeighted,20,40.0,32145147323,2164,-277.893432617188,-56.998851776123
decentralizedWeighted,20,40.0,32329696710,2164,-249.89599609375,76.2444686889648
decentralizedWeighted,20,40.0,32514246097,2164,-186.305694580078,45.0702247619629
decentralizedWeighted,20,40.0,32698795484,2164,-171.036804199219,16.2838687896729
decentralizedWeighted,20,40.0,32883344871,2164,-211.722290039063,0.35583317279816
decentralizedWeighted,20,40.0,33067894258,2164,-233.232574462891,-63.8923225402832
decentralizedWeighted,20,40.0,33252443645,2164,-200.09797668457,-59.6611709594727
decentralizedWeighted,20,40.0,33436993032,2164,-151.420074462891,-29.8729572296143
decentralizedWeighted,20,40.0,33621542419,2164,-188.217559814453,-21.8515586853027
decentralizedWeighted,20,40.0,33806091806,2164,-263.105499267578,11.8156661987305
decentralizedWeighted,20,40.0,33990641193,2164,-229.485961914063,15.9256925582886
decentralizedWeighted,20,40.0,34175190580,2165,-217.137252807617,62.3525466918945
decentralizedWeighted,20,40.0,34359739967,2165,-218.513198852539,34.4844131469727
decentralizedWeighted,20,40.0,34544289354,2165,-155.455459594727,37.6317176818848
decentralizedWeighted,20,40.0,34728838741,2165,-179.51545715332,-39.8073425292969
decentralizedWeighted,20,40.0,34913388128,2165,-212.780288696289,-43.0095977783203
decentralizedWeighted,20,40.0,35097937515,2165,-191.042892456055,-1.05602848529816
decentralizedWeighted,20,40.0,35282486902,2165,-191.190979003906,20.0751838684082
decentralizedWeighted,20,40.0,31776048549,2262,-170.741790771484,-23.1130104064941
decentralizedWeighted,20,40.0,31960597936,2262,-241.030059814453,-40.7830047607422
decentralizedWeighted,20,40.0,32145147323,2262,-272.893371582031,-56.998851776123
decentralizedWeighted,20,40.0,32329696710,2262,-244.896026611328,76.2444686889648
decentralizedWeighted,20,40.0,32514246097,2262,-181.305725097656,45.0702247619629
decentralizedWeighted,20,40.0,32698795484,2262,-171.036804199219,11.2838706970215
decentralizedWeighted,20,40.0,32883344871,2262,-211.722290039063,-4.64416742324829
decentralizedWeighted,20,40.0,33067894258,2262,-228.232604980469,-63.8923225402832
decentralizedWeighted,20,40.0,33252443645,2262,-195.098007202148,-59.6611709594727
decentralizedWeighted,20,40.0,33436993032,2262,-146.420104980469,-29.8729572296143
decentralizedWeighted,20,40.0,33621542419,2262,-188.366180419922,-21.0500869750977
decentralizedWeighted,20,40.0,33806091806,2262,-258.105438232422,11.8156661987305
decentralizedWeighted,20,40.0,33990641193,2262,-226.985977172852,14.2590265274048
decentralizedWeighted,20,40.0,34175190580,2262,-212.137283325195,62.3525466918945
decentralizedWeighted,20,40.0,34359739967,2262,-213.513229370117,34.4844131469727
decentralizedWeighted,20,40.0,34544289354,2262,-150.455490112305,37.6317176818848
decentralizedWeighted,20,40.0,34728838741,2262,-174.515487670898,-39.8073425292969
decentralizedWeighted,20,40.0,34913388128,2262,-207.780319213867,-43.0095977783203
decentralizedWeighted,20,40.0,35097937515,2262,-191.191513061523,-1.88785374164581
decentralizedWeighted,20,40.0,35282486902,2263,-191.190979003906,25.0751876831055
decentralizedWeighted,20,40.0,31776048549,2362,-170.741790771484,-19.7796745300293
decentralizedWeighted,20,40.0,31960597936,2362,-236.030090332031,-40.7830047607422
decentralizedWeighted,20,40.0,32145147323,2362,-267.893310546875,-56.998851776123
decentralizedWeighted,20,40.0,32329696710,2362,-239.896057128906,76.2444686889648
decentralizedWeighted,20,40.0,32514246097,2362,-176.305755615234,45.0702247619629
decentralizedWeighted,20,40.0,32698795484,2362,-171.036804199219,6.28387117385864
decentralizedWeighted,20,40.0,32883344871,2362,-211.722290039063,-9.64416790008545
decentralizedWeighted,20,40.0,33067894258,2362,-223.232635498047,-63.8923225402832
decentralizedWeighted,20,40.0,33252443645,2362,-190.098037719727,-59.6611709594727
decentralizedWeighted,20,40.0,33436993032,2362,-141.420135498047,-29.8729572296143
decentralizedWeighted,20,40.0,33621542419,2362,-188.366180419922,-26.0500907897949
